Reference, Value, Footprint, Datasheet, Cost, Date Created, Date Modified, Designer, Height, RHoS?, MFR, MFR#, Mounting , Pin Count#, Status, Tolerance, Type, Voltage, Wattage, Component-Value, Description, Date Modifed, Mounting, Componen-Value, RhoS?, Date Created , Designer , Pint Count#
U1,BQ24210DQCT,PCB_Footprints:BQ24210,http://www.ti.com/lit/ds/symlink/bq24210.pdf,1.46250 @ 1250,19 Aug 2016,19 Aug 2016,Adam Vadala-Roth,0.8mm,Yes,Texas Instruments,BQ24210DQCT,SMT/SMD,8,Active,N/A,Lithium Ion Battery Charge Controller Solar/USB,3.5-18VDC,N/A,N/A,IC BATT CHARGER LI-ION 10WSON,,,,,,,
R3,RC1608J202CS,PCB_Footprints:R0603,https://media.digikey.com/pdf/Data%20Sheets/Samsung%20PDFs/RC_Series_ds.pdf,0.00268 @ 5000,14 Sept 2016,14 Sept 2016,Adam Vadala-Roth,0.55mm,Yes,Samsung Electro-Mechanics America, Inc.,RC1608F202CS,,2,Active,1%,passive,N/A,1/10,2k,RES SMD 2K OHM 1% 1/10W 0603,,SMT/SMD,,,,,
R4,RC1608J202CS,PCB_Footprints:R0603,https://media.digikey.com/pdf/Data%20Sheets/Samsung%20PDFs/RC_Series_ds.pdf,0.00268 @ 5000,14 Sept 2016,14 Sept 2016,Adam Vadala-Roth,0.55mm,Yes,Samsung Electro-Mechanics America, Inc.,RC1608F202CS,,2,Active,1%,passive,N/A,1/10,2k,RES SMD 2K OHM 1% 1/10W 0603,,SMT/SMD,,,,,
R2,RC1005F102CS,PCB_Footprints:R0402,https://media.digikey.com/pdf/Data%20Sheets/Samsung%20PDFs/RC_Series_ds.pdf,0.00173 @ 5000,5 Sept 2016,5 Sept 2016,Adam Vadala-Roth,0.4mm,Yes,Samsung Electro-Mechanics America, Inc.,RC1005F102CS,,2,Active,%,passive,N/A,1/16,1k,RES SMD 1K OHM 1% 1/16W 0402,,SMT/SMD,,,,,
J1,B2B-PH-K-S(LF)(SN),PCB_Footprints:B2B-PH-K-S(LF)(SN),http://www.jst-mfg.com/product/pdf/eng/ePH.pdf,0.06216 @ 5000,,15 Sept 2016,,6.6mm,Yes,JST Sales America Inc,B2B-PH-K-S(LF)(SN),,2,Active,N/A,Through hole mount 2 pin connector,N/A,N/A,N/A,2 Positions Header, Shrouded Connector 0.079" (2.00mm) Through Hole Tin,,SMT/SMD,,,15 Sept 2016,Adam Vadala-Roth,
J2,B3B-PH-K-S(LF)(SN),PCB_Footprints:B3B-PH-K-S(LF)(SN),http://www.jst-mfg.com/product/pdf/eng/ePH.pdf,0.07765 @ 5000,,14 Sept 2016,,6.6mm,Yes,JST Sales America Inc,B3B-PH-K-S(LF)(SN),,3,Active,N/A,throughhole 3 Pin Connector,N/A,N/A,N/A,3 Positions Header, Shrouded Connector 0.079" (2.00mm) Through Hole Tin,,SMT/SMD,,,14 Sept 2016,Adam Vadala-Roth,
R5,ERA-3AEB3741V,PCB_Footprints:R0603,https://media.digikey.com/pdf/Data%20Sheets/Panasonic%20Electronic%20Components/ERA%201A,2A,3A,6A,8A.pdf,0.04275 @ 5000,19 Sept 2016,19 Sept 2016,Adam Vadala-Roth,0.55mm,Yes,Panasonic Electronic Components,ERA-3AEB3741V,,2,Active,1%,passive,N/A,1/10,3.74K,RES SMD 3.74KOHM 0.1% 1/10W 0603,,SMT/SMD,,,,,
R6,ERA-3AEB3741V,PCB_Footprints:R0603,https://media.digikey.com/pdf/Data%20Sheets/Panasonic%20Electronic%20Components/ERA%201A,2A,3A,6A,8A.pdf,0.04275 @ 5000,19 Sept 2016,19 Sept 2016,Adam Vadala-Roth,0.55mm,Yes,Panasonic Electronic Components,ERA-3AEB3741V,,2,Active,1%,passive,N/A,1/10,3.74K,RES SMD 3.74KOHM 0.1% 1/10W 0603,,SMT/SMD,,,,,
C23,CL05B104JP5NNNC,PCB_Footprints:C0402,http://www.samsungsem.com/kr/support/product-search/mlcc/__icsFiles/afieldfile/2016/08/18/S_CL05B104JP5NNNC.pdf,$0.00903 @ 5000,4 Sept 2016,5 Sept 2016,Adam Vadala-Roth,0.55mm,Yes,Samsung Electro-Mechanics America, Inc.,CL05B104JP5NNNC,,,Active,5%,Ceramic Capacitor 0402,10V,N/A,0.10uF,0.10µF 10V Ceramic Capacitor X7R 0402 (1005 Metric) 0.039" L x 0.020" W (1.00mm x 0.50mm),,SMT/SMD,,,,,2
C24,CL05B104JP5NNNC,PCB_Footprints:C0402,http://www.samsungsem.com/kr/support/product-search/mlcc/__icsFiles/afieldfile/2016/08/18/S_CL05B104JP5NNNC.pdf,$0.00903 @ 5000,4 Sept 2016,5 Sept 2016,Adam Vadala-Roth,0.55mm,Yes,Samsung Electro-Mechanics America, Inc.,CL05B104JP5NNNC,,,Active,5%,Ceramic Capacitor 0402,10V,N/A,0.10uF,0.10µF 10V Ceramic Capacitor X7R 0402 (1005 Metric) 0.039" L x 0.020" W (1.00mm x 0.50mm),,SMT/SMD,,,,,2
C22,CL05B104JP5NNNC,PCB_Footprints:C0402,http://www.samsungsem.com/kr/support/product-search/mlcc/__icsFiles/afieldfile/2016/08/18/S_CL05B104JP5NNNC.pdf,$0.00903 @ 5000,4 Sept 2016,5 Sept 2016,Adam Vadala-Roth,0.55mm,Yes,Samsung Electro-Mechanics America, Inc.,CL05B104JP5NNNC,,,Active,5%,Ceramic Capacitor 0402,10V,N/A,0.10uF,0.10µF 10V Ceramic Capacitor X7R 0402 (1005 Metric) 0.039" L x 0.020" W (1.00mm x 0.50mm),,SMT/SMD,,,,,2
C26,CL05B104JP5NNNC,PCB_Footprints:C0402,http://www.samsungsem.com/kr/support/product-search/mlcc/__icsFiles/afieldfile/2016/08/18/S_CL05B104JP5NNNC.pdf,$0.00903 @ 5000,4 Sept 2016,5 Sept 2016,Adam Vadala-Roth,0.55mm,Yes,Samsung Electro-Mechanics America, Inc.,CL05B104JP5NNNC,,,Active,5%,Ceramic Capacitor 0402,10V,N/A,0.10uF,0.10µF 10V Ceramic Capacitor X7R 0402 (1005 Metric) 0.039" L x 0.020" W (1.00mm x 0.50mm),,SMT/SMD,,,,,2
C20,CL05B104JP5NNNC,PCB_Footprints:C0402,http://www.samsungsem.com/kr/support/product-search/mlcc/__icsFiles/afieldfile/2016/08/18/S_CL05B104JP5NNNC.pdf,$0.00903 @ 5000,4 Sept 2016,5 Sept 2016,Adam Vadala-Roth,0.55mm,Yes,Samsung Electro-Mechanics America, Inc.,CL05B104JP5NNNC,,,Active,5%,Ceramic Capacitor 0402,10V,N/A,0.10uF,0.10µF 10V Ceramic Capacitor X7R 0402 (1005 Metric) 0.039" L x 0.020" W (1.00mm x 0.50mm),,SMT/SMD,,,,,2
C28,CL05B104JP5NNNC,PCB_Footprints:C0402,http://www.samsungsem.com/kr/support/product-search/mlcc/__icsFiles/afieldfile/2016/08/18/S_CL05B104JP5NNNC.pdf,$0.00903 @ 5000,4 Sept 2016,5 Sept 2016,Adam Vadala-Roth,0.55mm,Yes,Samsung Electro-Mechanics America, Inc.,CL05B104JP5NNNC,,,Active,5%,Ceramic Capacitor 0402,10V,N/A,0.10uF,0.10µF 10V Ceramic Capacitor X7R 0402 (1005 Metric) 0.039" L x 0.020" W (1.00mm x 0.50mm),,SMT/SMD,,,,,2
C27,CL05B104JP5NNNC,PCB_Footprints:C0402,http://www.samsungsem.com/kr/support/product-search/mlcc/__icsFiles/afieldfile/2016/08/18/S_CL05B104JP5NNNC.pdf,$0.00903 @ 5000,4 Sept 2016,5 Sept 2016,Adam Vadala-Roth,0.55mm,Yes,Samsung Electro-Mechanics America, Inc.,CL05B104JP5NNNC,,,Active,5%,Ceramic Capacitor 0402,10V,N/A,0.10uF,0.10µF 10V Ceramic Capacitor X7R 0402 (1005 Metric) 0.039" L x 0.020" W (1.00mm x 0.50mm),,SMT/SMD,,,,,2
SW2,B3U-1000P,PCB_Footprints:B3U-1000P,,0,,6 Sept 2016,Adam Vadala-Roth,0,Yes,OMRON,B3U-1000P,,2,Active,%,Switch Momentary,50V,N/A,N/A,Tactile Switch SPST-NO Top Actuated Surface Mount,,SMT/SMD,,,6 Sept 2016,,
C25,CL05B104JP5NNNC,PCB_Footprints:C0402,http://www.samsungsem.com/kr/support/product-search/mlcc/__icsFiles/afieldfile/2016/08/18/S_CL05B104JP5NNNC.pdf,$0.00903 @ 5000,4 Sept 2016,5 Sept 2016,Adam Vadala-Roth,0.55mm,Yes,Samsung Electro-Mechanics America, Inc.,CL05B104JP5NNNC,,,Active,5%,Ceramic Capacitor 0402,10V,N/A,0.10uF,0.10µF 10V Ceramic Capacitor X7R 0402 (1005 Metric) 0.039" L x 0.020" W (1.00mm x 0.50mm),,SMT/SMD,,,,,2
R20,RC1005F102CS,PCB_Footprints:R0402,https://media.digikey.com/pdf/Data%20Sheets/Samsung%20PDFs/RC_Series_ds.pdf,0.00173 @ 5000,5 Sept 2016,5 Sept 2016,Adam Vadala-Roth,0.4mm,Yes,Samsung Electro-Mechanics America, Inc.,RC1005F102CS,,2,Active,%,passive,N/A,1/16,1k,RES SMD 1K OHM 1% 1/16W 0402,,SMT/SMD,,,,,
T1,1909763-1,PCB_Footprints:1909763-1,https://media.digikey.com/pdf/PCNs/TE%20Connectivity/E-15-016061(2).pdf,0.24000 @ 5000,8 Sept 2016,8 Sept 2016,Adam Vadala-Roth,1.25mm,Yes,TE Connectivity AMP Connectors,1909763-1,,2,Active,N/A,Coaxial RF Connector,N/A,N/A,50 ohm,Ultra Miniature Coaxial Connector Jack, Male Pin 50 Ohm Surface Mount Solder,,SMT/SMD,,,,,
LED4,LTST-C193TBKT-5A,PCB_Footprints:LED0603,http://optoelectronics.liteon.com/upload/download/DS22-2004-060/P_100_LTST-C193TBKT-5A.pdf,0.06102 @ 6000,8 Sept 2016,8 Sept 2016,Adam Vadala-Roth,0.55mm,,Lite-On Inc,LTST-C193TBKT-5A,,2,Active,N/A,0603 LED,2.8V Forward Voltage,N/A,N/A,Blue 470nm LED Indication - Discrete 2.8V 0603 (1608 Metric),,SMT/SMD,,Yes,,,
R21,RC1005F102CS,PCB_Footprints:R0402,https://media.digikey.com/pdf/Data%20Sheets/Samsung%20PDFs/RC_Series_ds.pdf,0.00173 @ 5000,5 Sept 2016,5 Sept 2016,Adam Vadala-Roth,0.4mm,Yes,Samsung Electro-Mechanics America, Inc.,RC1005F102CS,,2,Active,%,passive,N/A,1/16,1k,RES SMD 1K OHM 1% 1/16W 0402,,SMT/SMD,,,,,
X3,FA-128_26.0000MF10Z-AC3,PCB_Footprints:FA-128_26.0000MF10Z-AC3,https://support.epson.biz/td/api/doc_check.php?dl=brief_FA-128_en.pdf,0.50000 @ 100,,27 Sept 2016,Adam Vadala-Roth,0.5mm,Yes,EPSON,FA-128 26.0000MF10Z-AC3,,4,Active,N/A,Crystal Oscillator,3.3V,N/A,26MHz ±10ppm Crystal 9pF,26MHz ±10ppm Crystal 9pF 60 Ohm -20°C ~ 75°C Surface Mount 4-SMD, No Lead (DFN, LCC),,SMT/SMD,,,27 Sept 2016,,
C19,CL05C090CB5NNNC,PCB_Footprints:C0402,http://www.samsungsem.com/kr/support/product-search/mlcc/__icsFiles/afieldfile/2016/08/18/S_CL05C090CB5NNNC.pdf,0.00550 @ 5000,5 Sept 2016,,Adam Vadala-Roth,0.55mm,Yes,Samsung Electro-Mechanics America, Inc.,CL05C090CB5NNNC,,2,Active,0.25pF,Ceramic Capacitor 0402,50V,N/A,,9pF 50V Ceramic Capacitor C0G, NP0 0402 (1005 Metric) 0.039" L x 0.020" W (1.00mm x 0.50mm),5 Sept 2016,SMT/SMD,9pF,,,,
C21,CL05C090CB5NNNC,PCB_Footprints:C0402,http://www.samsungsem.com/kr/support/product-search/mlcc/__icsFiles/afieldfile/2016/08/18/S_CL05C090CB5NNNC.pdf,0.00550 @ 5000,5 Sept 2016,,Adam Vadala-Roth,0.55mm,Yes,Samsung Electro-Mechanics America, Inc.,CL05C090CB5NNNC,,2,Active,0.25pF,Ceramic Capacitor 0402,50V,N/A,,9pF 50V Ceramic Capacitor C0G, NP0 0402 (1005 Metric) 0.039" L x 0.020" W (1.00mm x 0.50mm),5 Sept 2016,SMT/SMD,9pF,,,,
R22,RC1005F123CS,PCB_Footprints:R0402,https://media.digikey.com/pdf/Data%20Sheets/Samsung%20PDFs/RC_Series_ds.pdf,0.00149 @ 10000,27 Sept 2016,27 Sept 2016,Adam Vadala-Roth,0.4mm,Yes,Samsung Electro-Mechanics America, Inc.,RC1005F123CS,,2,Active,%,passive,N/A,1/16,12K,RES SMD 12K OHM 1% 1/16W 0402,,SMT/SMD,,,,,
R23,RC1005F123CS,PCB_Footprints:R0402,https://media.digikey.com/pdf/Data%20Sheets/Samsung%20PDFs/RC_Series_ds.pdf,0.00149 @ 10000,27 Sept 2016,27 Sept 2016,Adam Vadala-Roth,0.4mm,Yes,Samsung Electro-Mechanics America, Inc.,RC1005F123CS,,2,Active,%,passive,N/A,1/16,12K,RES SMD 12K OHM 1% 1/16W 0402,,SMT/SMD,,,,,
U4,ESP8285,PCB_Footprints:ESP8285,
R24,RC1005F103CS,PCB_Footprints:R0402,https://media.digikey.com/pdf/Data%20Sheets/Samsung%20PDFs/RC_Series_ds.pdf,0.00173 @ 5000,5 Sept 2016,5 Sept 2016,Adam Vadala-Roth,0.4mm,Yes,Samsung Electro-Mechanics America, Inc.,RC1005F103CS,,2,Active,1%,passive,N/A,1/16,10k,RES SMD 10K OHM 1% 1/16W 0402,,SMT/SMD,,,,,
ANT1,Inverted_F_PCB_Antenna,PCB_Footprints:PCB_IF_ANT_2.4G,
R26,ERJ-2GE0R00X,PCB_Footprints:R0402,http://industrial.panasonic.com/www-cgi/jvcr13pz.cgi?E+PZ+3+AOA0001+ERJ2GE0R00X+7+WW,0.00270 @ 5000,13 Oct 2016,13 Oct 2016,Adam Vadala-Roth,0.4mm,Yes,Panasonic Electronic Components,ERJ-2GE0R00X,,2,Active,%,passive,N/A,1/10,0r,RES SMD 0.0OHM JUMPER 1/10W 0402,,SMT/SMD,,,,,
R25,ERJ-2GE0R00X,PCB_Footprints:R0402,http://industrial.panasonic.com/www-cgi/jvcr13pz.cgi?E+PZ+3+AOA0001+ERJ2GE0R00X+7+WW,0.00270 @ 5000,13 Oct 2016,13 Oct 2016,Adam Vadala-Roth,0.4mm,Yes,Panasonic Electronic Components,ERJ-2GE0R00X,,2,Active,%,passive,N/A,1/10,0r,RES SMD 0.0OHM JUMPER 1/10W 0402,,SMT/SMD,,,,,
C29,600L5R6BT200T,PCB_Footprints:C0402,http://atceramics.com/UserFiles/600l.pdf,0.05618 @ 5000,14 Oct 2016,,Adam Vadala-Roth,0.51mm,Yes,American Technical Ceramics,600L5R6BT200T,,2,Active,0.1pF,Ceramic Capacitor 0402 RF Grade,200V,N/A,,5.6pF 50V Ceramic Capacitor C0G, NP0 0402 (1005 Metric) 0.039" L x 0.020" W (1.00mm x 0.50mm),14 Oct 2016,SMT/SMD,5.6pF,,,,
C6,CL05B104JP5NNNC,PCB_Footprints:C0402,http://www.samsungsem.com/kr/support/product-search/mlcc/__icsFiles/afieldfile/2016/08/18/S_CL05B104JP5NNNC.pdf,$0.00903 @ 5000,4 Sept 2016,5 Sept 2016,Adam Vadala-Roth,0.55mm,Yes,Samsung Electro-Mechanics America, Inc.,CL05B104JP5NNNC,,,Active,5%,Ceramic Capacitor 0402,10V,N/A,0.10uF,0.10µF 10V Ceramic Capacitor X7R 0402 (1005 Metric) 0.039" L x 0.020" W (1.00mm x 0.50mm),,SMT/SMD,,,,,2
C7,CL05B104JP5NNNC,PCB_Footprints:C0402,http://www.samsungsem.com/kr/support/product-search/mlcc/__icsFiles/afieldfile/2016/08/18/S_CL05B104JP5NNNC.pdf,$0.00903 @ 5000,4 Sept 2016,5 Sept 2016,Adam Vadala-Roth,0.55mm,Yes,Samsung Electro-Mechanics America, Inc.,CL05B104JP5NNNC,,,Active,5%,Ceramic Capacitor 0402,10V,N/A,0.10uF,0.10µF 10V Ceramic Capacitor X7R 0402 (1005 Metric) 0.039" L x 0.020" W (1.00mm x 0.50mm),,SMT/SMD,,,,,2
C10,CL05B104JP5NNNC,PCB_Footprints:C0402,http://www.samsungsem.com/kr/support/product-search/mlcc/__icsFiles/afieldfile/2016/08/18/S_CL05B104JP5NNNC.pdf,$0.00903 @ 5000,4 Sept 2016,5 Sept 2016,Adam Vadala-Roth,0.55mm,Yes,Samsung Electro-Mechanics America, Inc.,CL05B104JP5NNNC,,,Active,5%,Ceramic Capacitor 0402,10V,N/A,0.10uF,0.10µF 10V Ceramic Capacitor X7R 0402 (1005 Metric) 0.039" L x 0.020" W (1.00mm x 0.50mm),,SMT/SMD,,,,,2
C12,CL05B104JP5NNNC,PCB_Footprints:C0402,http://www.samsungsem.com/kr/support/product-search/mlcc/__icsFiles/afieldfile/2016/08/18/S_CL05B104JP5NNNC.pdf,$0.00903 @ 5000,4 Sept 2016,5 Sept 2016,Adam Vadala-Roth,0.55mm,Yes,Samsung Electro-Mechanics America, Inc.,CL05B104JP5NNNC,,,Active,5%,Ceramic Capacitor 0402,10V,N/A,0.10uF,0.10µF 10V Ceramic Capacitor X7R 0402 (1005 Metric) 0.039" L x 0.020" W (1.00mm x 0.50mm),,SMT/SMD,,,,,2
C4,CL05B104JP5NNNC,PCB_Footprints:C0402,http://www.samsungsem.com/kr/support/product-search/mlcc/__icsFiles/afieldfile/2016/08/18/S_CL05B104JP5NNNC.pdf,$0.00903 @ 5000,4 Sept 2016,5 Sept 2016,Adam Vadala-Roth,0.55mm,Yes,Samsung Electro-Mechanics America, Inc.,CL05B104JP5NNNC,,,Active,5%,Ceramic Capacitor 0402,10V,N/A,0.10uF,0.10µF 10V Ceramic Capacitor X7R 0402 (1005 Metric) 0.039" L x 0.020" W (1.00mm x 0.50mm),,SMT/SMD,,,,,2
C9,CL05B104JP5NNNC,PCB_Footprints:C0402,http://www.samsungsem.com/kr/support/product-search/mlcc/__icsFiles/afieldfile/2016/08/18/S_CL05B104JP5NNNC.pdf,$0.00903 @ 5000,4 Sept 2016,5 Sept 2016,Adam Vadala-Roth,0.55mm,Yes,Samsung Electro-Mechanics America, Inc.,CL05B104JP5NNNC,,,Active,5%,Ceramic Capacitor 0402,10V,N/A,0.10uF,0.10µF 10V Ceramic Capacitor X7R 0402 (1005 Metric) 0.039" L x 0.020" W (1.00mm x 0.50mm),,SMT/SMD,,,,,2
C13,CL05B104JP5NNNC,PCB_Footprints:C0402,http://www.samsungsem.com/kr/support/product-search/mlcc/__icsFiles/afieldfile/2016/08/18/S_CL05B104JP5NNNC.pdf,$0.00903 @ 5000,4 Sept 2016,5 Sept 2016,Adam Vadala-Roth,0.55mm,Yes,Samsung Electro-Mechanics America, Inc.,CL05B104JP5NNNC,,,Active,5%,Ceramic Capacitor 0402,10V,N/A,0.10uF,0.10µF 10V Ceramic Capacitor X7R 0402 (1005 Metric) 0.039" L x 0.020" W (1.00mm x 0.50mm),,SMT/SMD,,,,,2
C17,CL05B104JP5NNNC,PCB_Footprints:C0402,http://www.samsungsem.com/kr/support/product-search/mlcc/__icsFiles/afieldfile/2016/08/18/S_CL05B104JP5NNNC.pdf,$0.00903 @ 5000,4 Sept 2016,5 Sept 2016,Adam Vadala-Roth,0.55mm,Yes,Samsung Electro-Mechanics America, Inc.,CL05B104JP5NNNC,,,Active,5%,Ceramic Capacitor 0402,10V,N/A,0.10uF,0.10µF 10V Ceramic Capacitor X7R 0402 (1005 Metric) 0.039" L x 0.020" W (1.00mm x 0.50mm),,SMT/SMD,,,,,2
C18,CL05B104JP5NNNC,PCB_Footprints:C0402,http://www.samsungsem.com/kr/support/product-search/mlcc/__icsFiles/afieldfile/2016/08/18/S_CL05B104JP5NNNC.pdf,$0.00903 @ 5000,4 Sept 2016,5 Sept 2016,Adam Vadala-Roth,0.55mm,Yes,Samsung Electro-Mechanics America, Inc.,CL05B104JP5NNNC,,,Active,5%,Ceramic Capacitor 0402,10V,N/A,0.10uF,0.10µF 10V Ceramic Capacitor X7R 0402 (1005 Metric) 0.039" L x 0.020" W (1.00mm x 0.50mm),,SMT/SMD,,,,,2
C16,CL05A475KQ5NRNC,PCB_Footprints:C0402,http://www.samsungsem.com/kr/support/product-search/mlcc/__icsFiles/afieldfile/2016/08/18/S_CL05A475KQ5NRNC.pdf,0.09500 @ 5000,5 Sept 2016,,Adam Vadala-Roth,0.55mm,Yes,Samsung Electro-Mechanics America, Inc.,CL05A475KQ5NRNC,,2,Active,10%,Ceramic Capacitor 0402,25V,N/A,,4.7µF 6.3V Ceramic Capacitor X5R 0402 (1005 Metric) 0.039" L x 0.020" W (1.00mm x 0.50mm),5 Sept 2016,SMT/SMD,4.7uF,,,,
X2,ABS07-32.768KHZ-9-T,PCB_Footprints:ABS07-32.768KHZ-9-T,http://www.abracon.com/Resonators/ABS07.pdf,0.18000 @ 3K,,20 Aug 2016,,2.5mm,Yes,Abracon LLC,ABS07-32.768KHZ-9-T,,2,Active,±20ppm,Crystal Oscillator 32.768KHZ,N/A,N/A,32.768KHZ-9pF-Loading,32.768kHz ±20ppm Crystal 9pF 70 kOhm -40°C ~ 85°C Surface Mount 2-SMD, No Lead,,SMT/SMD,,,20 Aug 2016,Adam Vadala-Roth,
J4,0475890001-MicroUSBPort,PCB_Footprints:0475890001,http://www.molex.com/pdm_docs/sd/475890001_sd.pdf,0.50908 @ 500,19 Aug 2016,19 Aug 2016,Adam Vadala-Roth,2.5mm,Yes,Molex,0475890001,,11,Active,N/A,USB Connector,5V,N/A,N/A,USB - micro AB Receptacle Connector 5 Position Surface Mount, Right Angle, Horizontal,,SMT/SMD,,,,,
J3,20021121-00010C4LF,PCB_Footprints:20021121-00010C4LF,http://portal.fciconnect.com/Comergent//fci/drawing/20021121.pdf,0.32 @ 15000,,20 Aug 2016,Adam Vadala-Roth,5.5mm,Yes,Amphenol FCI,20021121-00010C4LF,,10,Active,N/A,SMT Male Pin Connector, ARM Cortex Debug/JTAG,200V MAX,N/A,N/A,Ten Pin header unshrouded SMT ARM Cortex M Debug Port,,SMT/SMD,,,20 Aug 2016,,
